Id,UserId,Class,Name,TagBased,Date
1,3,3,Autobiographer,False,2010-08-04T19:40:46.673
2,822,3,Autobiographer,False,2010-08-04T19:45:45.493
3,837,3,Student,False,2010-08-04T19:50:45.360
4,584,3,Supporter,False,2010-08-04T19:50:45.560
5,826,3,Autobiographer,False,2010-08-04T19:50:45.670
6,149,3,Supporter,False,2010-08-04T19:55:45.443
7,149,3,Autobiographer,False,2010-08-04T19:55:45.457
8,149,3,Teacher,False,2010-08-04T20:00:45.463
9,828,3,Student,False,2010-08-04T20:00:45.603
10,854,3,Supporter,False,2010-08-04T20:00:45.680
11,827,3,Autobiographer,False,2010-08-04T20:00:45.730
12,860,3,Supporter,False,2010-08-04T20:05:45.533
13,828,3,Autobiographer,False,2010-08-04T20:05:45.580
14,830,3,Autobiographer,False,2010-08-04T20:05:45.627
15,837,3,Autobiographer,False,2010-08-04T20:05:45.657
16,823,3,Supporter,False,2010-08-04T20:20:46.767
17,858,3,Autobiographer,False,2010-08-04T20:25:46.757
18,91,3,Supporter,False,2010-08-04T20:35:46.767
19,91,3,Autobiographer,False,2010-08-04T20:35:46.783
20,877,3,Autobiographer,False,2010-08-04T20:35:46.783
21,828,3,Supporter,False,2010-08-04T20:40:47.083
22,880,3,Autobiographer,False,2010-08-04T20:40:47.147
23,822,3,Teacher,False,2010-08-04T20:45:46.763
24,879,3,Autobiographer,False,2010-08-04T20:45:46.920
25,91,3,Teacher,False,2010-08-04T20:55:46.837
26,182,3,Student,False,2010-08-04T20:55:46.977
27,878,3,Autobiographer,False,2010-08-04T20:55:47.023
28,881,3,Autobiographer,False,2010-08-04T21:20:46.897
29,881,3,Supporter,False,2010-08-04T21:25:46.897
30,878,3,Supporter,False,2010-08-04T21:30:46.910
32,824,3,Autobiographer,False,2010-08-04T22:25:47.040
33,825,3,Editor,False,2010-08-04T23:00:47.063
34,825,3,Organizer,False,2010-08-04T23:00:47.127
35,825,3,Supporter,False,2010-08-04T23:05:47.400
36,894,3,Supporter,False,2010-08-04T23:55:47.010
37,894,3,Autobiographer,False,2010-08-04T23:55:47.040
38,878,3,Student,False,2010-08-05T00:10:47.047
39,855,3,Autobiographer,False,2010-08-05T00:20:49.833
40,3,3,Supporter,False,2010-08-05T00:35:49.133
41,855,3,Student,False,2010-08-05T01:00:53.670
42,3,3,Teacher,False,2010-08-05T01:10:49.203
43,3,3,Editor,False,2010-08-05T01:46:00.477
44,91,3,Self-Learner,False,2010-08-05T02:36:19.193
45,19,3,Editor,False,2010-08-05T03:06:19.337
46,19,3,Supporter,False,2010-08-05T03:11:19.360
47,19,3,Student,False,2010-08-05T03:56:19.697
48,916,3,Supporter,False,2010-08-05T05:06:38.060
49,916,3,Autobiographer,False,2010-08-05T05:06:39.183
50,32,3,Autobiographer,False,2010-08-05T07:16:42.947
51,32,3,Supporter,False,2010-08-05T07:21:42.920
52,888,3,Supporter,False,2010-08-05T08:01:42.517
53,366,3,Supporter,False,2010-08-05T11:41:42.410
54,91,3,Student,False,2010-08-05T11:46:42.353
55,45,3,Autobiographer,False,2010-08-05T12:26:42.727
56,45,3,Supporter,False,2010-08-05T12:41:42.713
57,845,3,Autobiographer,False,2010-08-05T12:46:42.843
58,837,3,Supporter,False,2010-08-05T13:31:42.910
59,822,3,Supporter,False,2010-08-05T16:31:43.367
60,312,3,Supporter,False,2010-08-05T16:46:43.350
61,822,3,Organizer,False,2010-08-05T16:51:43.297
62,815,3,Supporter,False,2010-08-05T17:41:43.297
63,3,3,Student,False,2010-08-05T18:11:43.283
64,826,3,Supporter,False,2010-08-05T18:11:43.360
65,3,3,Scholar,False,2010-08-05T18:31:43.230
66,3,3,Commentator,False,2010-08-05T20:51:43.800
67,908,3,Supporter,False,2010-08-05T22:26:44.003
68,908,3,Autobiographer,False,2010-08-05T22:26:44.020
69,366,3,Student,False,2010-08-05T23:26:44.297
70,312,3,Teacher,False,2010-08-06T00:31:44.423
71,938,3,Autobiographer,False,2010-08-06T01:36:44.703
72,907,3,Autobiographer,False,2010-08-06T01:51:44.843
73,35,3,Supporter,False,2010-08-06T02:16:46.653
74,35,3,Autobiographer,False,2010-08-06T02:16:46.667
75,855,3,Supporter,False,2010-08-06T02:36:46.830
76,834,3,Supporter,False,2010-08-06T03:06:46.880
77,312,3,Student,False,2010-08-06T06:36:53.853
78,815,3,Teacher,False,2010-08-06T06:51:53.963
79,927,3,Supporter,False,2010-08-06T10:41:53.253
80,870,3,Autobiographer,False,2010-08-06T15:47:38.287
81,825,3,Teacher,False,2010-08-06T20:17:38.860
82,366,3,Scholar,False,2010-08-06T20:17:39.217
83,940,3,Supporter,False,2010-08-06T22:42:39.587
84,91,3,Editor,False,2010-08-06T23:47:40.677
85,815,3,Student,False,2010-08-07T13:37:46.857
86,414,3,Autobiographer,False,2010-08-08T00:57:53.830
87,855,3,Scholar,False,2010-08-09T01:19:32.877
88,866,3,Autobiographer,False,2010-08-09T15:49:41.113
89,942,3,Autobiographer,False,2010-08-10T05:04:58.290
90,3,3,Critic,False,2010-08-10T12:59:57.113
91,837,3,Scholar,False,2010-08-10T15:09:57.487
92,953,3,Autobiographer,False,2010-08-11T06:35:00.967
93,312,3,Organizer,False,2010-08-11T12:20:03.017
94,3,3,Organizer,False,2010-08-11T15:40:02.787
95,735,3,Student,False,2010-08-11T19:50:04.920
96,366,3,Organizer,False,2010-08-11T21:50:05.273
97,825,3,Critic,False,2010-08-11T23:20:05.507
98,401,3,Autobiographer,False,2010-08-12T13:00:13.417
99,312,3,Editor,False,2010-08-12T17:45:13.370
100,735,3,Editor,False,2010-08-13T17:20:19.493
101,965,3,Autobiographer,False,2010-08-13T20:00:19.827
102,1176,3,Autobiographer,False,2010-08-14T15:56:02.700
103,366,3,Teacher,False,2010-08-14T22:16:03.253
104,1142,3,Autobiographer,False,2010-08-15T19:33:29.997
105,1142,3,Student,False,2010-08-15T20:38:29.573
106,1142,3,Editor,False,2010-08-15T21:58:29.917
107,91,3,Nice Answer,False,2010-08-16T07:48:48.913
108,149,3,Nice Answer,False,2010-08-16T07:48:48.960
109,91,3,Nice Answer,False,2010-08-16T07:53:48.840
110,91,3,Nice Answer,False,2010-08-16T07:58:48.827
111,149,2,Enlightened,False,2010-08-16T08:08:48.973
112,1133,3,Autobiographer,False,2010-08-16T15:33:48.620
113,1029,3,Autobiographer,False,2010-08-16T21:53:55.947
115,1119,3,Supporter,False,2010-08-17T01:43:56.857
116,868,3,Supporter,False,2010-08-17T18:04:08.487
117,1224,3,Autobiographer,False,2010-08-17T22:29:09.337
118,868,3,Editor,False,2010-08-18T00:14:09.573
119,868,3,Teacher,False,2010-08-18T01:39:22.683
120,868,3,Student,False,2010-08-18T14:49:30.767
121,879,3,Supporter,False,2010-08-18T17:44:31.087
122,965,3,Supporter,False,2010-08-19T00:19:35.113
123,965,3,Editor,False,2010-08-19T02:39:35.470
124,19,3,Organizer,False,2010-08-19T03:29:35.653
125,1254,3,Autobiographer,False,2010-08-19T12:34:41.883
126,1254,3,Student,False,2010-08-19T12:54:41.797
127,1119,3,Teacher,False,2010-08-19T15:14:41.883
128,1254,3,Supporter,False,2010-08-19T15:14:42.057
129,1263,3,Autobiographer,False,2010-08-19T20:04:44.403
130,1058,3,Autobiographer,False,2010-08-19T20:34:44.410
131,1269,3,Autobiographer,False,2010-08-20T02:04:45.177
132,1254,3,Editor,False,2010-08-20T09:30:15.007
133,1058,3,Supporter,False,2010-08-20T21:00:04.823
134,965,3,Student,False,2010-08-20T22:10:05.867
135,1290,3,Autobiographer,False,2010-08-21T05:05:07.640
